,index,point,frame,ballx,bally,playerAx,playerAy,playerBx,playerBy,hitplayer,bouncehit,foreback,direction
297,297,51,36420.0,2.15,23.65,6.96,-0.63,1.5,23.65,Nishioka,Hit,Fore,Cross
298,298,51,36445.0,1.6,6.25,,,,,Nishioka,Bounce,,Cross
299,299,51,36465.0,0.76,-1.29,2.03,-1.29,5.46,24.4,Nishioka,Hit,Fore,Cross
300,300,51,36498.0,10.48,20.97,,,,,Nishioka,Bounce,,Cross
301,301,52,37112.0,9.11,16.43,,,,,Nishioka,Bounce,,Cross
302,302,52,37124.0,13.07,25.21,4.71,-0.55,10.93,25.21,Nishioka,Hit,Fore,Cross
303,303,52,37171.0,5.04,3.55,,,,,Nishioka,Bounce,,Cross
304,304,52,37188.0,4.68,1.5,5.8,1.5,6.87,26.59,Nishioka,Hit,Fore,Cross
305,305,52,37204.0,7.96,17.66,,,,,Nishioka,Bounce,,Cross
306,306,52,37221.0,10.86,27.61,5.96,3.07,9.34,27.61,Nishioka,Hit,Fore,Cross
307,307,52,37255.0,2.33,9.3,,,,,Nishioka,Bounce,,Cross
308,308,52,37262.0,1.49,7.41,2.86,7.41,8.7,25.33,Nishioka,Hit,Fore,Cross
309,309,52,37291.0,9.54,13.3,,,,,Nishioka,Bounce,,Cross
310,310,53,38036.0,1.97,16.14,,,,,Nishioka,Bounce,,Cross
311,311,53,38048.0,-2.01,26.48,7.0,-1.46,-1.53,26.48,Nishioka,Hit,Back,Cross
312,312,53,38097.0,7.92,6.21,,,,,Nishioka,Bounce,,Cross
313,313,53,38122.0,10.44,4.22,9.29,4.22,5.13,25.53,Nishioka,Hit,Back,Cross
314,314,53,38146.0,9.27,24.3,,,,,Nishioka,Bounce,,Cross
315,315,54,38792.0,9.54,16.76,,,,,Nishioka,Bounce,,Cross
316,316,54,38804.0,13.87,25.02,4.71,-1.25,11.31,25.02,Nishioka,Hit,Fore,Cross
317,317,55,39377.0,2.39,16.24,,,,,Nishioka,Bounce,,Cross
318,318,55,39389.0,-0.91,26.08,7.14,-1.01,0.88,26.08,Nishioka,Hit,Back,Cross
319,319,55,39440.0,7.66,1.49,,,,,Nishioka,Bounce,,Cross
320,320,55,39459.0,9.69,-2.0,10.52,-2.0,4.61,26.74,Nishioka,Hit,Fore,Cross
321,321,55,39485.0,8.21,24.62,,,,,Nishioka,Bounce,,Cross
322,322,57,40461.0,5.77,16.64,,,,,Nishioka,Bounce,,Cross
323,323,57,40472.0,7.26,23.77,5.08,-0.61,8.41,23.77,Nishioka,Hit,Back,Cross
324,324,57,40512.0,4.87,1.39,,,,,Nishioka,Bounce,,Cross
325,325,57,40526.0,4.5,-2.12,5.75,-2.12,5.41,26.72,Nishioka,Hit,Fore,Cross
326,326,57,40545.0,8.2,19.3,,,,,Nishioka,Bounce,,Cross
327,327,57,40557.0,9.86,27.33,5.64,-1.84,8.19,27.33,Nishioka,Hit,Fore,Cross
328,328,57,40586.0,6.22,5.6,,,,,Nishioka,Bounce,,Cross
329,329,57,40604.0,5.62,-0.26,6.8,-0.26,7.61,26.74,Nishioka,Hit,Fore,Cross
330,330,57,40627.0,7.66,21.21,,,,,Nishioka,Bounce,,Cross
331,331,57,40639.0,8.71,26.83,6.27,-0.59,7.48,26.83,Nishioka,Hit,Fore,Cross
332,332,57,40668.0,3.07,2.3,,,,,Nishioka,Bounce,,Cross
333,333,57,40676.0,2.31,-1.44,3.76,-1.44,6.4,25.58,Nishioka,Hit,Fore,Cross
334,334,57,40704.0,7.46,21.89,,,,,Nishioka,Bounce,,Cross
335,335,57,40710.0,8.21,25.53,3.71,-1.72,7.41,25.53,Nishioka,Hit,Fore,Cross
336,336,57,40736.0,9.21,3.7,,,,,Nishioka,Bounce,,Cross
337,337,57,40751.0,10.02,-3.32,9.19,-3.32,5.61,23.81,Nishioka,Hit,Back,Cross
338,338,57,40787.0,3.63,18.33,,,,,Nishioka,Bounce,,Cross
339,339,57,40798.0,2.55,22.74,8.63,-1.84,3.76,22.74,Nishioka,Hit,Back,Cross
340,340,57,40820.0,1.66,2.71,,,,,Nishioka,Bounce,,Cross
341,341,58,41654.0,4.35,16.81,,,,,Nishioka,Bounce,,Cross
342,342,58,41666.0,3.28,26.95,6.61,-0.83,2.55,26.95,Nishioka,Hit,Fore,Cross
343,343,58,41700.0,9.88,4.47,,,,,Nishioka,Bounce,,Cross
344,344,59,42341.0,8.54,16.66,,,,,Nishioka,Bounce,,Cross
345,345,59,42352.0,12.11,25.34,4.68,-0.13,10.21,25.34,Nishioka,Hit,Fore,Cross
346,346,59,42379.0,4.74,4.4,,,,,Nishioka,Bounce,,Cross
347,347,59,42394.0,3.15,-0.48,4.76,-0.48,8.04,25.51,Nishioka,Hit,Fore,Cross
348,348,59,42415.0,1.79,22.77,,,,,Nishioka,Bounce,,Cross
349,349,60,43170.0,4.95,17.6,,,,,Nishioka,Bounce,,Cross
350,350,60,43180.0,4.0,26.68,7.12,-0.4,2.65,26.68,Nishioka,Hit,Fore,Cross
351,351,60,43217.0,9.82,3.66,,,,,Nishioka,Bounce,,Cross
352,352,61,47162.0,6.06,16.96,,,,,Nakashima,Bounce,,Cross
353,353,61,47172.0,6.16,24.46,5.18,0.0,7.44,24.46,Nakashima,Hit,Back,Cross
354,354,61,47211.0,7.69,9.82,,,,,Nakashima,Bounce,,Cross
355,355,61,47235.0,8.32,5.81,7.57,5.81,4.94,23.96,Nakashima,Hit,Back,Cross
356,356,61,47273.0,8.58,21.31,,,,,Nakashima,Bounce,,Cross
357,357,61,47278.0,8.99,21.76,6.51,6.57,7.91,21.76,Nakashima,Hit,Fore,Cross
358,358,61,47299.0,,,,,,,Nakashima,NoBounce,,
359,359,61,47300.0,5.54,6.4,6.32,6.4,8.05,22.7,Nakashima,Hit,Fore,Cross
360,360,61,47335.0,3.09,16.04,,,,,Nakashima,Bounce,,Cross
361,361,61,47359.0,1.82,16.86,4.85,3.44,2.57,16.86,Nakashima,Hit,Back,Cross
362,362,62,47893.0,4.5,16.74,,,,,Nakashima,Bounce,,Cross
363,363,62,47903.0,3.07,23.87,7.33,-0.74,2.24,23.87,Nakashima,Hit,Fore,Cross
364,364,62,47932.0,7.92,3.1,,,,,Nakashima,Bounce,,Cross
365,365,62,47944.0,9.26,-1.24,7.68,-1.24,4.29,24.28,Nakashima,Hit,Back,Cross
366,366,62,47973.0,0.88,23.06,,,,,Nakashima,Bounce,,Cross
367,367,63,48427.0,8.75,16.52,,,,,Nakashima,Bounce,,Cross
368,368,63,48436.0,10.59,23.72,5.23,-0.37,9.22,23.72,Nakashima,Hit,Fore,Cross
369,369,64,48898.0,2.58,16.41,,,,,Nakashima,Bounce,,Cross
370,370,64,48910.0,-0.68,23.77,7.36,-0.08,1.06,23.77,Nakashima,Hit,Back,Cross
371,371,64,48943.0,4.0,3.68,,,,,Nakashima,Bounce,,Cross
372,372,64,48959.0,4.98,0.0,5.68,0.0,3.76,23.35,Nakashima,Hit,Fore,Cross
373,373,64,48978.0,8.12,18.65,,,,,Nakashima,Bounce,,Cross
374,374,64,48989.0,9.48,24.81,5.87,3.48,7.37,24.81,Nakashima,Hit,Fore,Cross
375,375,64,49023.0,,,,,,,Nakashima,NoBounce,,
376,376,64,49028.0,6.21,8.43,5.2,8.43,11.82,26.5,Nakashima,Hit,Back,Cross
377,377,64,49059.0,2.75,18.87,,,,,Nakashima,Bounce,,Cross
378,378,65,49541.0,6.57,15.92,,,,,Nakashima,Bounce,,Cross
379,379,65,49555.0,6.98,24.34,5.22,-0.87,7.73,24.34,Nakashima,Hit,Back,Cross
380,380,65,49579.0,4.6,5.64,,,,,Nakashima,Bounce,,Cross
381,381,65,49598.0,3.78,-0.88,4.46,-0.88,5.87,24.04,Nakashima,Hit,Fore,Cross
382,382,65,49643.0,2.17,21.68,,,,,Nakashima,Bounce,,Cross
383,383,65,49657.0,1.14,24.89,6.25,-2.44,2.34,24.89,Nakashima,Hit,Back,Cross
384,384,65,49684.0,9.29,2.1,,,,,Nakashima,Bounce,,Cross
385,385,65,49694.0,11.33,-3.03,9.75,-3.03,3.42,24.86,Nakashima,Hit,Back,Cross
386,386,65,49730.0,8.07,20.51,,,,,Nakashima,Bounce,,Cross
387,387,65,49740.0,8.0,24.43,9.63,-3.4,6.56,24.43,Nakashima,Hit,Fore,Cross
388,388,65,49761.0,3.21,5.35,,,,,Nakashima,Bounce,,Cross
389,389,65,49785.0,1.83,-4.56,2.08,-4.56,6.68,23.19,Nakashima,Hit,Fore,Cross
390,390,65,49847.0,6.08,19.13,,,,,Nakashima,Bounce,,Cross
391,391,65,49872.0,6.81,22.75,5.05,-3.13,5.49,22.75,Nakashima,Hit,Fore,Cross
392,392,65,49888.0,3.0,6.13,,,,,Nakashima,Bounce,,Cross
393,393,65,49907.0,1.7,-37.36,-18.17,-37.36,-18.17,-37.36,Nakashima,Hit,Fore,Cross
394,394,65,49938.0,2.93,17.29,,,,,Nakashima,Bounce,,Cross
395,395,65,49952.0,3.44,22.23,3.6,-3.09,4.57,22.23,Nakashima,Hit,Back,Cross
396,396,65,49992.0,9.96,7.4,,,,,Nakashima,Bounce,,Cross
397,397,66,50937.0,1.6,6.09,,,,,Nishioka,Bounce,,Cross
398,398,66,50949.0,-1.58,-1.76,0.14,-1.76,6.4,23.52,Nishioka,Hit,Fore,Cross
399,399,66,50983.0,7.88,20.29,,,,,Nishioka,Bounce,,Cross
400,400,66,50994.0,10.16,24.01,2.67,-1.94,8.48,24.01,Nishioka,Hit,Fore,Cross
401,401,66,51019.0,8.11,-1.71,,,,,Nishioka,Bounce,,Cross
402,402,67,51631.0,8.08,6.45,,,,,Nishioka,Bounce,,Cross
403,403,67,51643.0,11.54,-2.57,9.18,-2.57,4.16,23.62,Nishioka,Hit,Back,Cross
404,404,67,51677.0,6.33,18.77,,,,,Nishioka,Bounce,,Cross
405,405,67,51688.0,5.62,23.14,6.36,-3.11,4.48,23.14,Nishioka,Hit,Fore,Cross
406,406,67,51707.0,2.03,2.95,,,,,Nishioka,Bounce,,Cross
407,407,67,51727.0,0.76,-4.5,1.86,-4.5,4.99,19.69,Nishioka,Hit,Fore,Cross
408,408,69,52644.0,1.98,7.07,,,,,Nishioka,Bounce,,Cross
409,409,69,52656.0,-1.51,-1.22,0.79,-1.22,6.57,23.2,Nishioka,Hit,Fore,Cross
410,410,69,52687.0,5.37,19.64,,,,,Nishioka,Bounce,,Cross
411,411,69,52699.0,6.84,23.53,0.33,-0.73,5.41,23.53,Nishioka,Hit,Fore,Cross
412,412,69,52723.0,7.58,1.11,,,,,Nishioka,Bounce,,Cross
413,413,69,52734.0,8.31,-4.06,6.75,-4.06,5.51,21.37,Nishioka,Hit,Back,Cross
414,414,70,53341.0,9.05,6.13,,,,,Nishioka,Bounce,,Cross
415,415,70,53354.0,11.54,-1.82,10.01,-1.82,4.07,23.48,Nishioka,Hit,Back,Cross
416,416,70,53386.0,5.84,17.2,,,,,Nishioka,Bounce,,Cross
417,417,70,53402.0,4.5,21.56,7.04,-3.04,3.53,21.56,Nishioka,Hit,Fore,Cross
418,418,70,53422.0,2.9,0.85,,,,,Nishioka,Bounce,,Cross
419,419,70,53430.0,2.01,-4.01,3.39,-4.01,4.04,19.13,Nishioka,Hit,Fore,Cross
420,420,70,53455.0,,,,,,,Nishioka,NoBounce,,
421,421,70,53458.0,5.31,17.11,1.67,-5.05,4.79,17.11,Nishioka,Hit,Fore,Cross
422,422,70,53478.0,7.4,3.13,,,,,Nishioka,Bounce,,Cross
423,423,70,53494.0,8.61,-2.98,7.23,-2.98,5.39,15.32,Nishioka,Hit,Back,Cross
424,424,70,53529.0,9.3,24.14,,,,,Nishioka,Bounce,,Cross
425,425,71,54253.0,2.94,6.56,,,,,Nishioka,Bounce,,Cross
426,426,71,54266.0,0.12,-1.98,1.57,-1.98,6.71,23.48,Nishioka,Hit,Fore,Cross
427,427,71,54291.0,6.55,16.47,,,,,Nishioka,Bounce,,Cross
428,428,71,54307.0,8.74,22.69,3.97,-2.79,7.71,22.69,Nishioka,Hit,Fore,Cross
429,429,71,54328.0,2.37,2.58,,,,,Nishioka,Bounce,,Cross
430,430,71,54339.0,-0.11,-2.01,1.55,-2.01,6.68,23.11,Nishioka,Hit,Fore,Cross
431,431,71,54379.0,4.98,18.91,,,,,Nishioka,Bounce,,Cross
432,432,71,54393.0,6.09,22.81,4.15,-3.11,4.86,22.81,Nishioka,Hit,Fore,Cross
433,433,71,54418.0,1.47,-1.72,,,,,Nishioka,Bounce,,Cross
434,434,73,55863.0,8.98,6.13,,,,,Nishioka,Bounce,,Cross
435,435,73,55877.0,11.72,-3.11,9.92,-3.11,4.14,23.76,Nishioka,Hit,Back,Cross
436,436,73,55908.0,3.64,19.98,,,,,Nishioka,Bounce,,Cross
437,437,73,55918.0,1.86,23.27,7.81,-2.74,3.11,23.27,Nishioka,Hit,Back,Cross
438,438,73,55939.0,3.7,5.81,,,,,Nishioka,Bounce,,Cross
439,439,73,55957.0,3.8,-1.78,4.8,-1.78,5.06,23.65,Nishioka,Hit,Fore,Cross
440,440,73,56000.0,2.79,22.05,,,,,Nishioka,Bounce,,Cross
441,441,73,56010.0,2.33,25.15,6.3,-1.88,3.5,25.15,Nishioka,Hit,Back,Cross
442,442,73,56037.0,1.09,1.44,,,,,Nishioka,Bounce,,Cross
443,443,75,58615.0,2.32,5.99,,,,,Nishioka,Bounce,,Cross
444,444,75,58628.0,-1.1,-3.07,0.65,-3.07,6.51,23.56,Nishioka,Hit,Fore,Cross
445,445,75,58665.0,9.78,17.95,,,,,Nishioka,Bounce,,Cross
446,446,75,58682.0,13.24,23.46,3.6,-2.64,11.15,23.46,Nishioka,Hit,Fore,Cross
447,447,75,58707.0,0.4,1.86,,,,,Nishioka,Bounce,,Cross
448,448,76,59374.0,9.06,6.45,,,,,Nishioka,Bounce,,Cross
449,449,76,59388.0,12.8,-4.21,10.73,-4.21,4.03,23.21,Nishioka,Hit,Back,Cross
450,450,77,59809.0,2.12,6.61,,,,,Nishioka,Bounce,,Cross
451,451,77,59823.0,-1.22,-3.35,0.15,-3.35,6.51,23.73,Nishioka,Hit,Fore,Cross
452,452,77,59852.0,6.52,16.54,,,,,Nishioka,Bounce,,Cross
453,453,77,59869.0,9.18,21.55,3.13,-3.7,7.74,21.55,Nishioka,Hit,Fore,Cross
454,454,77,59889.0,9.35,0.68,,,,,Nishioka,Bounce,,Cross
455,455,78,60394.0,8.71,6.54,,,,,Nishioka,Bounce,,Cross
456,456,78,60407.0,11.67,-4.05,10.02,-4.05,4.17,23.8,Nishioka,Hit,Back,Cross
457,457,79,66736.0,5.31,7.43,,,,,Nakashima,Bounce,,Cross
458,458,79,66750.0,5.66,-1.87,4.09,-1.87,6.0,23.12,Nakashima,Hit,Back,Cross
459,459,79,66807.0,4.7,21.43,,,,,Nakashima,Bounce,,Cross
460,460,79,66829.0,4.37,23.56,5.85,-1.89,5.43,23.56,Nakashima,Hit,Back,Cross
461,461,79,66848.0,7.45,2.21,,,,,Nakashima,Bounce,,Cross
462,462,79,66857.0,8.64,-2.11,7.84,-2.11,5.87,20.92,Nakashima,Hit,Back,Cross
463,463,79,66877.0,,,,,,,Nakashima,NoBounce,,
464,464,79,66880.0,5.48,18.64,7.26,-1.6,6.25,18.64,Nakashima,Hit,Back,Cross
465,465,79,66909.0,1.25,0.98,,,,,Nakashima,Bounce,,Cross
466,466,80,67378.0,9.03,3.73,,,,,Nakashima,Bounce,,Cross
467,467,81,67659.0,8.86,6.5,,,,,Nakashima,Bounce,,Cross
468,468,81,67669.0,11.59,0.71,9.73,0.71,3.82,23.7,Nakashima,Hit,Back,Cross
469,469,81,67692.0,2.96,22.14,,,,,Nakashima,Bounce,,Cross
470,470,81,67696.0,2.31,23.95,9.61,0.69,3.29,23.95,Nakashima,Hit,Back,Cross
471,471,81,67723.0,2.31,1.93,,,,,Nakashima,Bounce,,Cross
472,472,83,68456.0,4.96,6.14,,,,,Nakashima,Bounce,,Cross
473,473,83,68467.0,4.86,0.0,3.78,0.0,5.69,23.69,Nakashima,Hit,Back,Cross
474,474,83,68488.0,4.37,19.76,,,,,Nakashima,Bounce,,Cross
475,475,83,68494.0,4.15,24.51,5.67,-0.86,5.35,24.51,Nakashima,Hit,Back,Cross
476,476,83,68525.0,6.45,1.78,,,,,Nakashima,Bounce,,Cross
477,477,83,68533.0,6.87,-2.14,6.44,-2.14,5.46,25.58,Nakashima,Hit,Back,Cross
478,478,83,68559.0,8.21,19.73,,,,,Nakashima,Bounce,,Cross
479,479,83,68572.0,9.01,25.78,4.61,-2.39,8.07,25.78,Nakashima,Hit,Fore,Cross
480,480,83,68603.0,4.32,0.33,,,,,Nakashima,Bounce,,Cross
481,481,83,68609.0,3.9,-1.76,4.91,-1.76,6.86,25.75,Nakashima,Hit,Fore,Cross
482,482,83,68633.0,7.78,19.26,,,,,Nakashima,Bounce,,Cross
483,483,83,68646.0,9.4,25.38,4.96,-2.21,8.4,25.38,Nakashima,Hit,Fore,Cross
484,484,83,68672.0,2.8,2.57,,,,,Nakashima,Bounce,,Cross
485,485,83,68682.0,1.61,-1.76,2.57,-1.76,-18.63,-37.87,Nakashima,Hit,Fore,Cross
486,486,85,69409.0,6.94,6.03,,,,,Nakashima,Bounce,,Cross
487,487,85,69419.0,8.72,0.17,9.28,0.17,4.03,23.41,Nakashima,Hit,Fore,Cross
488,488,85,69440.0,7.88,20.17,,,,,Nakashima,Bounce,,Cross
489,489,85,69448.0,7.72,25.31,8.7,-0.54,6.85,25.31,Nakashima,Hit,Fore,Cross
490,490,85,69480.0,3.52,2.18,,,,,Nakashima,Bounce,,Cross
491,491,85,69486.0,2.85,-0.34,4.18,-0.34,7.17,25.81,Nakashima,Hit,Fore,Cross
492,492,85,69517.0,0.92,24.02,,,,,Nakashima,Bounce,,Cross
493,493,86,69996.0,2.71,6.54,,,,,Nakashima,Bounce,,Cross
494,494,86,70006.0,0.72,-0.64,2.31,-0.64,5.72,22.98,Nakashima,Hit,Fore,Cross
495,495,86,70032.0,6.82,16.43,,,,,Nakashima,Bounce,,Cross
496,496,86,70047.0,8.87,22.45,4.05,-1.05,8.22,22.45,Nakashima,Hit,Fore,Cross
497,497,86,70079.0,8.26,3.15,,,,,Nakashima,Bounce,,Cross
498,498,86,70092.0,8.8,-0.31,8.09,-0.31,6.77,16.88,Nakashima,Hit,Back,Cross
499,499,88,71166.0,6.15,16.8,,,,,Nishioka,Bounce,,Cross
500,500,88,71176.0,7.43,23.86,4.65,-0.35,8.34,23.86,Nishioka,Hit,Back,Cross
501,501,88,71220.0,9.03,5.34,,,,,Nishioka,Bounce,,Cross
502,502,88,71237.0,10.62,3.16,9.14,3.16,4.75,25.48,Nishioka,Hit,Back,Cross
503,503,88,71255.0,3.45,19.41,,,,,Nishioka,Bounce,,Cross
504,504,88,71267.0,0.66,25.63,10.19,2.93,2.39,25.63,Nishioka,Hit,Back,Cross
505,505,90,72136.0,4.82,17.39,,,,,Nishioka,Bounce,,Cross
506,506,90,72151.0,4.28,27.67,6.77,-0.84,3.63,27.67,Nishioka,Hit,Fore,Cross
507,507,90,72179.0,6.96,3.38,,,,,Nishioka,Bounce,,Cross
508,508,90,72191.0,7.71,-0.84,6.89,-0.84,5.04,26.07,Nishioka,Hit,Back,Cross
509,509,91,72904.0,9.46,16.73,,,,,Nishioka,Bounce,,Cross
510,510,91,72914.0,13.6,25.53,4.29,-0.2,11.92,25.53,Nishioka,Hit,Fore,Cross
511,511,91,72980.0,8.26,6.31,,,,,Nishioka,Bounce,,Cross
512,512,91,73005.0,8.86,6.58,7.6,6.58,7.61,25.35,Nishioka,Hit,Back,Cross
513,513,91,73020.0,1.9,20.53,,,,,Nishioka,Bounce,,Cross
514,514,93,73915.0,2.3,17.55,,,,,Nishioka,Bounce,,Cross
515,515,93,73929.0,-0.34,27.55,6.75,-0.15,0.97,27.55,Nishioka,Hit,Back,Cross
516,516,93,73958.0,7.77,7.7,,,,,Nishioka,Bounce,,Cross
517,517,94,75047.0,8.63,17.32,,,,,Nishioka,Bounce,,Cross
518,518,95,75047.0,8.72,17.53,,,,,Nishioka,Bounce,,Cross
519,519,95,75061.0,12.82,26.11,4.48,-0.28,10.7,26.11,Nishioka,Hit,Fore,Cross
520,520,95,75086.0,6.43,6.58,,,,,Nishioka,Bounce,,Cross
521,521,95,75105.0,4.96,-0.49,5.91,-0.49,7.9,26.87,Nishioka,Hit,Fore,Cross
522,522,95,75128.0,7.42,18.53,,,,,Nishioka,Bounce,,Cross
523,523,95,75146.0,9.33,26.94,5.29,-0.76,7.95,26.94,Nishioka,Hit,Fore,Cross
524,524,95,75169.0,4.4,5.47,,,,,Nishioka,Bounce,,Cross
525,525,95,75186.0,2.64,-0.74,4.1,-0.74,6.89,26.31,Nishioka,Hit,Fore,Cross
526,526,95,75211.0,6.94,21.05,,,,,Nishioka,Bounce,,Cross
527,527,95,75223.0,8.64,26.46,4.77,-2.44,7.42,26.46,Nishioka,Hit,Fore,Cross
528,528,95,75250.0,4.57,2.99,,,,,Nishioka,Bounce,,Cross
529,529,95,75262.0,3.77,-2.6,5.26,-2.6,6.03,25.74,Nishioka,Hit,Fore,Cross
530,530,95,75286.0,2.57,18.86,,,,,Nishioka,Bounce,,Cross
531,531,95,75303.0,1.48,26.66,6.21,-2.07,3.0,26.66,Nishioka,Hit,Back,Cross
532,532,95,75331.0,6.71,3.47,,,,,Nishioka,Bounce,,Cross
533,533,95,75347.0,8.58,-1.87,7.22,-1.87,4.33,26.23,Nishioka,Hit,Back,Cross
534,534,95,75372.0,6.85,22.41,,,,,Nishioka,Bounce,,Cross
535,535,95,75383.0,6.93,27.16,6.19,-1.99,6.01,27.16,Nishioka,Hit,Fore,Cross
536,536,95,75408.0,2.98,4.82,,,,,Nishioka,Bounce,,Cross
537,537,95,75424.0,1.63,-1.24,2.95,-1.24,5.79,25.93,Nishioka,Hit,Fore,Cross
538,538,95,75452.0,8.12,22.63,,,,,Nishioka,Bounce,,Cross
539,539,95,75460.0,9.54,25.9,3.24,-2.45,8.38,25.9,Nishioka,Hit,Fore,Cross
540,540,95,75491.0,3.1,0.78,,,,,Nishioka,Bounce,,Cross
541,541,95,75500.0,1.94,-2.84,3.26,-2.84,6.71,25.99,Nishioka,Hit,Fore,Cross
542,542,95,75531.0,7.71,20.55,,,,,Nishioka,Bounce,,Cross
543,543,95,75544.0,9.75,25.11,4.06,-2.65,8.56,25.11,Nishioka,Hit,Fore,Cross
544,544,95,75575.0,6.94,0.64,,,,,Nishioka,Bounce,,Cross
545,545,95,75586.0,6.71,24.75,-15.92,-38.92,6.35,24.75,Nishioka,Hit,Fore,Cross
546,546,95,75609.0,5.31,18.61,,,,,Nishioka,Bounce,,Cross
547,547,95,75621.0,5.02,25.08,5.63,-2.59,5.83,25.08,Nishioka,Hit,Back,Cross
548,548,95,75649.0,6.46,4.44,,,,,Nishioka,Bounce,,Cross
549,549,95,75665.0,7.28,-0.71,6.35,-0.71,5.08,25.97,Nishioka,Hit,Back,Cross
550,550,95,75688.0,3.79,21.72,,,,,Nishioka,Bounce,,Cross
551,551,95,75695.0,3.31,26.38,6.43,0.04,4.5,26.38,Nishioka,Hit,Back,Cross
552,552,95,75728.0,3.24,2.92,,,,,Nishioka,Bounce,,Cross
553,553,95,75742.0,2.87,-1.9,4.49,-1.9,5.67,26.38,Nishioka,Hit,Fore,Cross
554,554,95,75760.0,8.45,18.5,,,,,Nishioka,Bounce,,Cross
555,555,95,75775.0,10.8,26.78,4.26,-0.43,9.42,26.78,Nishioka,Hit,Fore,Cross
556,556,95,75836.0,8.57,1.38,,,,,Nishioka,Bounce,,Cross
557,557,95,75862.0,9.1,-0.64,9.33,-0.64,4.99,27.52,Nishioka,Hit,Fore,Cross
558,558,95,75882.0,2.75,17.26,,,,,Nishioka,Bounce,,Cross
559,559,95,75906.0,-1.16,27.68,7.77,-1.41,0.38,27.68,Nishioka,Hit,Back,Cross
560,560,95,75945.0,6.91,2.03,,,,,Nishioka,Bounce,,Cross
561,561,95,75955.0,8.07,-1.82,8.76,-1.82,3.55,26.57,Nishioka,Hit,Fore,Cross
562,562,95,75975.0,8.34,19.76,,,,,Nishioka,Bounce,,Cross
563,563,95,75985.0,8.77,26.88,7.95,-0.31,7.11,26.88,Nishioka,Hit,Fore,Cross
564,564,97,77238.0,4.96,17.46,,,,,Nishioka,Bounce,,Cross
565,565,97,77254.0,4.65,27.35,6.69,-0.75,3.63,27.35,Nishioka,Hit,Fore,Cross
566,566,97,77287.0,5.61,2.87,,,,,Nishioka,Bounce,,Cross
567,567,97,77299.0,5.9,-1.25,6.91,-1.25,5.65,26.48,Nishioka,Hit,Fore,Cross
568,568,97,77321.0,8.02,18.75,,,,,Nishioka,Bounce,,Cross
569,569,97,77337.0,9.49,26.15,5.86,-1.35,8.14,26.15,Nishioka,Hit,Fore,Cross
570,570,97,77366.0,4.05,0.9,,,,,Nishioka,Bounce,,Cross
571,571,97,77373.0,3.67,-1.14,4.26,-1.14,8.41,25.04,Nishioka,Hit,Fore,Cross
572,572,97,77405.0,7.86,21.65,,,,,Nishioka,Bounce,,Cross
573,573,97,77413.0,8.92,25.04,5.21,-1.89,7.87,25.04,Nishioka,Hit,Fore,Cross
574,574,97,77436.0,3.07,4.06,,,,,Nishioka,Bounce,,Cross
575,575,97,77448.0,1.37,-2.49,2.7,-2.49,6.86,24.98,Nishioka,Hit,Fore,Cross
576,576,97,77471.0,7.35,16.33,,,,,Nishioka,Bounce,,Cross
577,577,97,77489.0,10.58,23.98,3.18,-2.48,9.33,23.98,Nishioka,Hit,Fore,Cross
578,578,97,77509.0,2.03,5.78,,,,,Nishioka,Bounce,,Cross
579,579,99,78533.0,8.98,16.55,,,,,Nishioka,Bounce,,Cross
580,580,99,78550.0,14.2,26.48,4.47,-1.13,11.92,26.48,Nishioka,Hit,Fore,Cross
581,581,100,79095.0,2.5,17.01,,,,,Nishioka,Bounce,,Cross
582,582,100,79107.0,-1.54,27.45,6.69,-0.15,0.92,27.45,Nishioka,Hit,Back,Cross
583,583,100,79149.0,7.56,4.42,,,,,Nishioka,Bounce,,Cross
584,584,100,79159.0,9.19,1.36,7.8,1.36,3.19,26.65,Nishioka,Hit,Back,Cross
585,585,100,79177.0,8.55,19.27,,,,,Nishioka,Bounce,,Cross
586,586,100,79191.0,9.14,26.61,6.67,3.37,7.98,26.61,Nishioka,Hit,Fore,Cross
587,587,100,79231.0,,,,,,,Nishioka,NoBounce,,
588,588,100,79238.0,9.2,6.97,7.39,6.97,7.09,25.76,Nishioka,Hit,Back,Cross
589,589,100,79249.0,3.87,17.21,,,,,Nishioka,Bounce,,Cross
590,590,101,84282.0,7.07,17.75,,,,,Nakashima,Bounce,,Cross
591,591,101,84291.0,7.86,24.54,5.17,-0.37,8.39,24.54,Nakashima,Hit,Back,Cross
592,592,101,84312.0,3.44,5.48,,,,,Nakashima,Bounce,,Cross
593,593,101,84325.0,2.0,-0.99,3.04,-0.99,7.02,24.21,Nakashima,Hit,Fore,Cross
594,594,101,84366.0,5.76,22.45,,,,,Nakashima,Bounce,,Cross
595,595,101,84377.0,6.36,25.57,5.11,-3.0,5.23,25.57,Nakashima,Hit,Fore,Cross
596,596,101,84403.0,1.99,5.22,,,,,Nakashima,Bounce,,Cross
597,597,101,84423.0,0.29,-1.76,1.25,-1.76,6.04,25.15,Nakashima,Hit,Fore,Cross
598,598,101,84458.0,4.2,19.23,,,,,Nakashima,Bounce,,Cross
599,599,101,84470.0,4.92,23.22,4.13,-2.22,5.79,23.22,Nakashima,Hit,Back,Cross
600,600,101,84506.0,2.68,3.66,,,,,Nakashima,Bounce,,Cross
